Degree,Domain,Skill1,Skill2,Skill3,Certification,JobRole,Age,Location,Education_Level,University_Tier
-1.9301380824370447,0.13430797654461524,0.3984319331133437,-0.5163708589900814,-0.010231080532993752,-1.144319898242,Financial Analyst,-1.3970770513501896,-1.416714509380336,-0.9017867743431699,-0.18035340028686744
-1.5975873164062973,-0.26618870050107485,-0.7101436442905987,1.9242696948930154,-1.5685033463274034,0.32886176529451533,UI/UX Designer,-0.7512686711929812,1.5653139051197333,0.9295340597075751,1.2480455299851223
1.0628188118396813,0.13430797654461524,-0.6690852895719342,-0.9445534123029053,-0.7893672134301986,0.32886176529451533,Financial Analyst,-1.3970770513501896,-1.416714509380336,-0.9017867743431699,-0.18035340028686744
1.0628188118396813,-0.46643703902391986,0.3984319331133437,-0.9445534123029053,1.1584731188128135,0.32886176529451533,Data Analyst,-0.10546029103577301,0.07429969786969873,0.9295340597075751,1.2480455299851223
-1.9301380824370447,0.7350529921131503,-0.7922603537279278,-0.045370050345975,-1.5685033463274034,0.32886176529451533,Marketing Specialist,-0.5359992111405785,-1.416714509380336,-0.9017867743431699,1.2480455299851223
1.0628188118396813,1.5360463462045304,-1.3260189650705667,-0.002551795014692599,-1.5685033463274034,0.32886176529451533,Sales Manager,0.10980916901662975,0.5713044336197103,0.9295340597075751,-1.6087523305588571
1.0628188118396813,-1.2674303931153,-1.3260189650705667,-0.002551795014692599,-1.178935279878801,0.32886176529451533,Business Development Manager,0.10980916901662975,-1.416714509380336,-0.9017867743431699,1.2480455299851223
-0.9324857843448027,-0.8669337160696099,1.507007510517286,-0.6448256249839286,1.1584731188128135,0.32886176529451533,Civil Engineer,0.5403480891214353,-0.9197097736303244,-0.9017867743431699,-0.18035340028686744
1.0628188118396813,-1.2674303931153,-0.7922603537279278,-1.244281199621882,-1.5685033463274034,0.32886176529451533,Business Development Manager,-0.32072975108817575,-0.42270503788031283,0.013873642682202602,-1.6087523305588571
-0.9324857843448027,-0.0659403619782298,1.5891242199546152,0.0830847156478722,-1.178935279878801,-1.8809107300102577,Network Engineer,-0.7512686711929812,-0.42270503788031283,-0.9017867743431699,-0.18035340028686744
1.0628188118396813,-0.26618870050107485,1.7944159935479378,-0.473552603658799,0.37933698591560866,0.32886176529451533,UI/UX Designer,-0.32072975108817575,-0.9197097736303244,0.9295340597075751,1.2480455299851223
1.7279203439011759,-0.46643703902391986,0.9732488991746472,-0.0881883056772574,-1.178935279878801,-0.4077290664737423,Machine Learning Engineer,0.9708870092262407,0.5713044336197103,-0.9017867743431699,1.2480455299851223
-0.9324857843448027,-0.8669337160696099,0.48054864255067276,-0.901735156971623,-1.178935279878801,0.32886176529451533,Civil Engineer,0.9708870092262407,-0.9197097736303244,-0.9017867743431699,-0.18035340028686744
0.3977172797781866,-0.0659403619782298,-0.21744338766662433,0.2115394816417194,-0.7893672134301986,0.32886176529451533,Electrical Engineer,0.3250786290690325,1.5653139051197333,0.013873642682202602,1.2480455299851223
