S.NO,Degree,Domain,Skill1,Skill2,Skill3,Certification,JobRole,Age,Location,Education_Level,University_Tier
-1.729647742878567,-1.9301380824370447,0.13430797654461524,0.3984319331133437,-0.5163708589900814,-0.010231080532993752,-1.144319898242,Financial Analyst,-1.3970770513501896,-1.416714509380336,-0.9017867743431699,-0.18035340028686744
-1.7261744419206646,-1.5975873164062973,-0.26618870050107485,-0.7101436442905987,1.9242696948930154,-1.5685033463274034,0.32886176529451533,UI/UX Designer,-0.7512686711929812,1.5653139051197333,0.9295340597075751,1.2480455299851223
-1.722701140962762,1.0628188118396813,0.13430797654461524,-0.6690852895719342,-0.9445534123029053,-0.7893672134301986,0.32886176529451533,Financial Analyst,-1.3970770513501896,-1.416714509380336,-0.9017867743431699,-0.18035340028686744
-1.7192278400048595,1.0628188118396813,-0.46643703902391986,0.3984319331133437,-0.9445534123029053,1.1584731188128135,0.32886176529451533,Data Analyst,-0.10546029103577301,0.07429969786969873,0.9295340597075751,1.2480455299851223
-1.7157545390469569,-1.9301380824370447,0.7350529921131503,-0.7922603537279278,-0.045370050345975,-1.5685033463274034,0.32886176529451533,Marketing Specialist,-0.5359992111405785,-1.416714509380336,-0.9017867743431699,1.2480455299851223
-1.7122812380890544,1.0628188118396813,1.5360463462045304,-1.3260189650705667,-0.002551795014692599,-1.5685033463274034,0.32886176529451533,Sales Manager,0.10980916901662975,0.5713044336197103,0.9295340597075751,-1.6087523305588571
-1.7088079371311518,1.0628188118396813,-1.2674303931153,-1.3260189650705667,-0.002551795014692599,-1.178935279878801,0.32886176529451533,Business Development Manager,0.10980916901662975,-1.416714509380336,-0.9017867743431699,1.2480455299851223
-1.7053346361732493,-0.9324857843448027,-0.8669337160696099,1.507007510517286,-0.6448256249839286,1.1584731188128135,0.32886176529451533,Civil Engineer,0.5403480891214353,-0.9197097736303244,-0.9017867743431699,-0.18035340028686744
-1.7018613352153467,1.0628188118396813,-1.2674303931153,-0.7922603537279278,-1.244281199621882,-1.5685033463274034,0.32886176529451533,Business Development Manager,-0.32072975108817575,-0.42270503788031283,0.013873642682202602,-1.6087523305588571
-1.6983880342574442,-0.9324857843448027,-0.0659403619782298,1.5891242199546152,0.0830847156478722,-1.178935279878801,-1.8809107300102577,Network Engineer,-0.7512686711929812,-0.42270503788031283,-0.9017867743431699,-0.18035340028686744
-1.6949147332995418,1.0628188118396813,-0.26618870050107485,1.7944159935479378,-0.473552603658799,0.37933698591560866,0.32886176529451533,UI/UX Designer,-0.32072975108817575,-0.9197097736303244,0.9295340597075751,1.2480455299851223
-1.6914414323416391,1.7279203439011759,-0.46643703902391986,0.9732488991746472,-0.0881883056772574,-1.178935279878801,-0.4077290664737423,Machine Learning Engineer,0.9708870092262407,0.5713044336197103,-0.9017867743431699,1.2480455299851223
-1.6879681313837367,-0.9324857843448027,-0.8669337160696099,0.48054864255067276,-0.901735156971623,-1.178935279878801,0.32886176529451533,Civil Engineer,0.9708870092262407,-0.9197097736303244,-0.9017867743431699,-0.18035340028686744
-1.684494830425834,0.3977172797781866,-0.0659403619782298,-0.21744338766662433,0.2115394816417194,-0.7893672134301986,0.32886176529451533,Electrical Engineer,0.3250786290690325,1.5653139051197333,0.013873642682202602,1.2480455299851223
-1.6810215294679316,-1.9301380824370447,-0.46643703902391986,0.6858404161439954,1.0679045882673674,-1.178935279878801,-0.4077290664737423,Data Analyst,-0.966538131245384,-1.416714509380336,-0.9017867743431699,-0.18035340028686744
-1.677548228510029,-1.5975873164062973,-0.26618870050107485,0.6037237067066663,1.9242696948930154,-1.178935279878801,0.32886176529451533,UI/UX Designer,-0.10546029103577301,-0.42270503788031283,1.8451944767329476,-0.18035340028686744
-1.6740749275521265,0.3977172797781866,-0.8669337160696099,1.507007510517286,-1.0301899229654703,-0.3997991469815962,0.32886176529451533,Civil Engineer,1.616695389383449,-0.42270503788031283,-0.9017867743431699,-0.18035340028686744
-1.6706016265942238,-0.26738425228330803,0.7350529921131503,0.8911321897373181,1.3248141202550618,-0.3997991469815962,-0.4077290664737423,Marketing Specialist,-1.6123465114025923,-1.416714509380336,0.9295340597075751,-0.18035340028686744
-1.6671283256363214,1.0628188118396813,1.1355496691588403,-1.0796688367585796,-1.0730081782967527,1.548041185261416,0.32886176529451533,Content Writer,-1.3970770513501896,-1.416714509380336,-0.9017867743431699,-0.18035340028686744
-1.663655024678419,-0.9324857843448027,0.9353013306359953,-1.408135674507896,1.881451439561733,-0.7893672134301986,0.32886176529451533,Mechanical Engineer,-1.3970770513501896,-0.42270503788031283,0.9295340597075751,1.2480455299851223
-1.6601817237205163,0.3977172797781866,-0.46643703902391986,1.3838324463612925,-0.0881883056772574,-0.7893672134301986,-3.354092393546773,Data Scientist,-1.1818075912977868,1.5653139051197333,-0.9017867743431699,-0.18035340028686744
-1.6567084227626139,-0.9324857843448027,-0.8669337160696099,-1.120727191477244,0.5540855242919785,-0.010231080532993752,0.32886176529451533,Civil Engineer,-0.5359992111405785,1.0683091693697218,0.013873642682202602,-0.18035340028686744
-1.6532351218047112,0.3977172797781866,-0.8669337160696099,0.48054864255067276,-1.0301899229654703,1.1584731188128135,0.32886176529451533,Civil Engineer,-0.32072975108817575,0.5713044336197103,-0.9017867743431699,-1.6087523305588571
-1.6497618208468088,-0.9324857843448027,1.3357980076816853,1.4659491557986215,1.5817236522427562,-0.3997991469815962,0.32886176529451533,Supply Chain Manager,0.3250786290690325,1.5653139051197333,0.9295340597075751,-0.18035340028686744
-1.6462885198889061,-1.9301380824370447,-1.2674303931153,-0.7922603537279278,1.9670879502242977,-0.010231080532993752,0.32886176529451533,Business Analyst,0.5403480891214353,1.5653139051197333,0.9295340597075751,-0.18035340028686744
-1.6428152189310037,-1.9301380824370447,-0.46643703902391986,0.6858404161439954,0.4684490136294138,1.548041185261416,0.32886176529451533,Data Analyst,-0.10546029103577301,-0.9197097736303244,-0.9017867743431699,-0.18035340028686744
-1.639341917973101,-0.26738425228330803,1.5360463462045304,-0.0532099687919662,-0.6448256249839286,0.768905052364211,0.32886176529451533,Sales Manager,-0.7512686711929812,1.0683091693697218,0.9295340597075751,1.2480455299851223
-1.6358686170151986,0.3977172797781866,-0.8669337160696099,1.507007510517286,-1.0301899229654703,-0.7893672134301986,0.32886176529451533,Civil Engineer,-1.1818075912977868,0.5713044336197103,-0.9017867743431699,1.2480455299851223
-1.6323953160572962,-0.9324857843448027,-0.46643703902391986,0.3984319331133437,1.0679045882673674,0.768905052364211,0.32886176529451533,Data Analyst,0.3250786290690325,-0.9197097736303244,0.9295340597075751,-0.18035340028686744
-1.6289220150993935,1.0628188118396813,-1.2674303931153,1.0553656086119763,-0.6448256249839286,1.1584731188128135,0.32886176529451533,Business Development Manager,-1.3970770513501896,-1.416714509380336,1.8451944767329476,-0.18035340028686744
-1.625448714141491,1.0628188118396813,-1.2674303931153,1.8354743482666023,-0.6448256249839286,-1.178935279878801,1.065452597062773,Business Analyst,0.3250786290690325,0.5713044336197103,1.8451944767329476,-1.6087523305588571
-1.6219754131835884,1.0628188118396813,1.1355496691588403,1.876532702985267,-0.9873716676341878,-1.5685033463274034,0.32886176529451533,Content Writer,0.10980916901662975,-1.416714509380336,-0.9017867743431699,-1.6087523305588571
-1.618502112225686,-1.9301380824370447,-1.2674303931153,-1.1617855461959086,-0.9445534123029053,1.548041185261416,0.32886176529451533,Business Analyst,0.7556175491738379,0.5713044336197103,0.9295340597075751,1.2480455299851223
-1.6150288112677833,-0.9324857843448027,-1.2674303931153,-1.1617855461959086,1.453268886248909,-0.010231080532993752,0.32886176529451533,Business Analyst,-0.10546029103577301,1.5653139051197333,0.9295340597075751,-1.6087523305588571
-1.6115555103098809,0.3977172797781866,-0.8669337160696099,-0.7922603537279278,1.6245419075740386,-0.3997991469815962,0.32886176529451533,Civil Engineer,-0.966538131245384,1.5653139051197333,-0.9017867743431699,1.2480455299851223
-1.6080822093519782,0.3977172797781866,0.9353013306359953,-0.9975521273212504,-1.329917710284447,-0.7893672134301986,0.32886176529451533,Mechanical Engineer,0.3250786290690325,-1.416714509380336,-0.9017867743431699,-0.18035340028686744
